"","nigmsProjData.PI_IDS","nigmsProjData.PI_NAMEs"
"35038","1858061;","SCHILLING, WILLIAM P;"
"35039","1891252;","GELLER, DAVID A;"
"35040","1883088;","STEARNS, TIM;"
"35041","1883085;","CURCIO, M JOAN;"
"35042","1964508;","GELFAND, VLADIMIR I;"
"35043","1921973;","MCCREA, PIERRE D;"
"35044","1881552;","SHAKHNOVICH, EUGENE I;"
"35045","1863189;","KULMACZ, RICHARD J;"
"35046","1858374;","GHADIRI, M. REZA;"
"35047","1891251;","ROSEN, BARRY P.;"
"35048","1863187;","STACEY, DENNIS W;"
"35049","1883283;","PETES, THOMAS;"
"35050","1893710;","BELL, STEPHEN P.;"
"35051","1893708;","PHIZICKY, ERIC M.;"
"35052","7354334;","KUSPA, ADAM;"
"35053","7354334;","KUSPA, ADAM;"
"35054","1893704;","CHORY, JOANNE;"
"35055","1899289;","KENTTAMAA, HILKKA INKERI;"
"35056","1899289;","KENTTAMAA, HILKKA INKERI;"
"35057","1864657;","MASTERS, BETTIE SUE SILER;"
"35058","1868891;","HAYES, JEFFREY J;"
"35059","6709279;","WHITE, JOHN GRAHAM;"
"35060","1893700;","REED, JASON W;"
"35061","1898272;","WEIL, PETER ANTHONY;"
"35062","8649757;","FARRAND, STEPHEN KENDALL;"
"35063","1879891;","MILLIGAN, RONALD A;"
"35064","1858903;","SHUMAN, STEWART H;"
"35065","1901676;","PRELICH, GREGORY;"
"35066","1901676;","PRELICH, GREGORY;"
"35067","1877617;","LIEBERMAN, HOWARD B;"
"35068","1877617;","LIEBERMAN, HOWARD B;"
"35069","1898270;","AL-SHAWI, MARWAN KHALID;"
"35070","1893693;","ELLENBERGER, TOM E.;"
"35071","1898269;","SOUSA, RUI J.;"
"35072","1893689;","BARLOWE, CHARLES K;"
"35073","1930368;","BASERGA, SUSAN J;"
"35074","1893645;","RAPOPORT, TOM A;"
"35075","1893686;","ARNDT, KAREN M;"
"35076","1883078;","GERLT, JOHN A;"
"35077","1883077;","CHO, WONHWA;"
"35078","1887713;","COOLEY, LYNN;"
"35079","1866139;","MATSUDAIRA, PAUL T.;"
"35080","1893684;","GUMBINER, BARRY M;"
"35081","1883075;","LYNCH, KEVIN R;"
"35082","1887827;","COX, MICHAEL M.;"
"35083","6298240;","CLARK, MARCUS R;"
"35084","1883071;","BABITZKE, PAUL L;"
"35085","1883069;","STEWART, RICHARD C.;"
"35086","1883065;","GUAN, JUN-LIN;"
"35087","1866114;","KIELIAN, MARGARET;"
"35088","1935084;","BEMENT, WILLIAM;"
"35089","1881399;","FANNING, ELLEN HOPE;"
"35090","1883061;","ROMO, DANIEL;"
"35091","1883061;","ROMO, DANIEL;"
"35092","1878454;","MOORE, MELISSA J.;"
"35093","1865987;","WANG, PING;"
"35094","1883055;","COBB, MELANIE H;"
"35095","1862127;","LEW, DANIEL J;"
"35096","1898264;","CUNNINGHAM, KYLE W;"
"35097","1883051;","ALANI, ERIC E.;"
"35098","1883048;","ZARKOWER, DAVID A.;"
"35099","1861250;","SCARLATA, SUZANNE F;"
"35100","1861250;","SCARLATA, SUZANNE F;"
"35101","1892179;","VOTH, GREGORY A.;"
"35102","1887683;","DAVISSON, VINCENT JO;"
"35103","7353754;","ROSENBERG, SUSAN M.;"
"35104","1893677;","OTWINOWSKI, ZBYSZEK;"
"35105","1876755;","REEVE, JOHN NEWTON;"
"35106","1964405;","DOLJA, VALERIAN V.;"
"35107","1883044;","WALWORTH, NANCY C;"
"35108","1883043;","DYSON, NICHOLAS J;"
"35109","1860711;","AYALA, ALFRED;"
"35110","1883040;","ROBERTS, GARY PAUL;"
"35111","1876754;","LAWRENCE, JEANNE BENTLEY;"
"35112","1876754;","LAWRENCE, JEANNE BENTLEY;"
"35113","1915712;","PERRELLA, MARK A;"
"35114","6213192;","RAY, DAN S;"
"35115","1883036;","ERICKSON, CAROL A;"
"35116","1868683;","IP, Y. TONY;"
"35117","1865102;","MORGAN, DAVID OWEN;"
"35118","1883035;","LANGE, KENNETH L;"
"35119","1887625;","WILLIAMSON, JAMES R;"
"35120","1891247;","ANGLISTER, JACOB;"
"35121","1869355;","KLIONSKY, DANIEL J.;"
"35122","1887728;","HAHN, STEVEN M;"
"35123","1863606;","SKACH, WILLIAM R;"
"35124","8073252;","SHAW, JANET M.;"
"35125","8073252;","SHAW, JANET M.;"
"35126","1883030;","SCHNEEMANN, ANETTE;"
"35127","1887624;","WRAIGHT, COLIN A;"
"35128","1878882;","WILLIAMS, DAVID L.;"
"35129","7719166;","SADEGH-NASSERI, SCHEHERAZADE;"
"35130","1956281;","BRASH, ALAN R.;"
"35131","1891245;","DYER, RICHARD BRIAN;"
"35132","1898255;","JOHNSON, ARLEN W;"
"35133","1895809;","BARTON, MICHELLE ANN;"
"35134","1876747;","HAYS, THOMAS S;"
"35135","1888597;","STRUHL, KEVIN;"
"35136","1864709;","KLEIN, HANNAH L;"
"35137","1879128;","MALHOTRA, VIVEK;"
"35138","1901667;","HOCHSTRASSER, MARK;"
"35139","1887625;","WILLIAMSON, JAMES R;"
"35140","1901666;","DARST, SETH A;"
"35141","1901665;","PERONA, JOHN J.;"
"35142","1964322;","EINARSDOTTIR, OLOF;"
"35143","1863186;","GOLDBERG, IRVING H;"
"35144","1928383;","VILLENEUVE, ANNE M;"
"35145","6265571;","PARRY, RONALD J;"
"35146","1901664;","LEFFAK, MICHAEL;"
"35147","8592599;","ARMSTRONG, DANIEL W.;"
"35148","1871876;","MEINWALD, JERROLD;"
"35149","1898250;","KLEBBA, PHILLIP E;"
"35150","1894058;","SHI, YANG;"
"35151","1893673;","HIRANO, TATSUYA;"
"35152","1898249;","ZHENG, YI;"
"35153","1880292;","COMAI, LUCIO;"
"35154","1887617;","KELLOGG, DOUGLAS R.;"
"35155","1887617;","KELLOGG, DOUGLAS R.;"
"35156","1866550;","OSHEROFF, NEIL;"
"35157","1921694;","HOLDENER, BERNADETTE C;"
"35158","1921694;","HOLDENER, BERNADETTE C;"
"35159","1894754;","GREENBAUM, NANCY L;"
"35160","1894754;","GREENBAUM, NANCY L;"
"35161","1927890;","BROW, DAVID A;"
"35162","1891242;","JENSEN, ROBERT E;"
"35163","1932175;","LEONARD, ALAN CARL;"
"35164","1964292;","REINHOLD, VERNON NYE;"
"35165","1881575;","ELLMAN, JONATHAN A.;"
"35166","6256752;","GOLENBOCK, DOUGLAS T.;"
"35167","1893663;","MCCRACKEN, JOHN L;"
"35168","1898247;","HENDERSHOT, LINDA M;"
"35169","1898246;","CAREY, PAUL R;"
"35170","1887615;","JOHNSON, JOHN;"
"35171","1893662;","MIERKE, DALE F;"
"35172","6619701;","PETERSON, CRAIG L;"
"35173","1861611;","SYMINGTON, LORRAINE S;"
"35174","1887762;","O'HALLORAN, THOMAS V;"
"35175","1884981;","JAP, BING K.;"
"35176","7736225;","HARPER, JEFFREY WADE;"
"35177","1893656;","GILBERT, SUSAN P.;"
"35178","1886144;","COHEN, STANLEY N;"
"35179","1863182;","BRUMMOND, KAY M;"
"35180","1893651;","KUCHTA, ROBERT D;"
"35181","1893650;","COLLINS, KATHLEEN;"
"35182","1893649;","LEOF, EDWARD B;"
"35183","1893648;","BRUZIK, JAMES P;"
"35184","1893647;","VOLOGODSKII, ALEXANDER V;"
"35185","1898243;","TSE-DINH, YUK-CHING;"
"35186","1893641;","GREENBERG, JEAN T.;"
"35187","1890744;","YOUNG, MICHAEL W;"
"35188","1858404;","LIU, HUNG-WEN;"
"35189","1891237;","ORDAL, GEORGE W.;"
"35190","8078827;","THOMAS, GEORGE J;"
"35191","6746912;","MORAN, CHARLES P.;"
"35192","1964245;","RICHARDSON, CHARLES C.;"
"35193","1881402;","HEDSTROM, LIZBETH K.;"
"35194","1882591;","GRIFFITH, LESLIE C.;"
"35195","1887726;","MACDONALD, PAUL M.;"
"35196","3161411;","GETTINS, PETER G.W.;"
"35197","1884129;","UNADKAT, JASHVANT D;"
"35198","1876739;","LEYH, THOMAS S.;"
"35199","6168347;","IYENGAR, SRINIVAS RAVI V;"
"35200","1898240;","MANN, RICHARD S;"
"35201","1859092;","MAKHATADZE, GEORGE I;"
"35202","1883015;","CARR, PETER W;"
"35203","1921747;","SINGER, MITCHELL H.;"
"35204","1874080;","BRODERICK, JOAN B.;"
"35205","1903514;","EVANS, P ANDREW;"
"35206","1956097;","VICKERY, LARRY E;"
"35207","1923096;","CHOW, CHRISTINE S;"
"35208","7356276;","KAPLAN, RONALD;"
"35209","1887607;","SIBI, MUKUND P.;"
"35210","1922050;","GOTT, JONATHA MARY;"
"35211","1883012;","SHI, WENYUAN;"
"35212","1883012;","SHI, WENYUAN;"
"35213","1880290;","JASIN, MARIA;"
"35214","1880290;","JASIN, MARIA;"
"35215","1896484;","TERNS, MICHAEL P;"
"35216","1896484;","TERNS, MICHAEL P;"
"35217","1893730;","WIDOM, JONATHAN;"
"35218","1857779;","COLAMONICI, OSCAR R;"
"35219","1858391;","BRENNWALD, PATRICK J;"
"35220","1881721;","RODEN, DAN M;"
"35221","1884510;","KAPLAN, JOSHUA M;"
"35222","1891234;","SALI, ANDREJ;"
"35223","1921869;","TONEY, MICHAEL;"
"35224","1883008;","MELIKIAN, GREGORY B;"
"35225","1883008;","MELIKIAN, GREGORY B;"
"35226","1882554;","BLACKBURN, NINIAN J;"
"35227","1964183;","ROUSSEAU, DENIS L.;"
"35228","1904474;","SELLECK, SCOTT B;"
"35229","1887602;","MATTHEWS, C ROBERT;"
"35230","1883004;","STROBEL, SCOTT A;"
"35231","1862326;","SAIMI, YOSHIRO;"
"35232","1899368;","LASSAR, ANDREW BRUCE;"
"35233","1922027;","FRANCKLYN, CHRISTOPHER S;"
"35234","1887599;","WOERPEL, KEITH ALLEN;"
"35235","1887599;","WOERPEL, KEITH ALLEN;"
"35236","1903163;","GREENBERG, MARC M;"
"35237","1858032;","MARTIN, CRAIG T;"
"35238","1928388;","LIM, WENDELL A;"
"35239","1881566;","VAN DUYNE, GREGORY D;"
"35240","1887471;","BETH, ALBERT H;"
"35241","1881400;","TUAN, TAI-LAN;"
"35242","1863254;","BECKWITH, JONATHAN;"
"35243","1921744;","EGAN, SUSAN M;"
"35244","1973848;","SOLNICA-KREZEL, LILIANNA;"
"35245","8472189;","LIU, HAOPING;"
"35246","2414701;","SCHLICK, TAMAR;"
"35247","1880571;","TIMCHENKO, NIKOLAI A;"
"35248","1883228;","HOTCHKISS, RICHARD SAMUEL;"
"35249","1883228;","HOTCHKISS, RICHARD SAMUEL;"
"35250","1969970;","HUANG, HUEY W.;"
"35251","1973867;","WOODS, ROBERT J;"
"35252","1896476;","GOODRICH, JAMES;"
"35253","1871080;","EGLI, MARTIN;"
"35254","1857744;","DIPIETRO, LUISA A;"
"35255","1880285;","LEIGH, JOHN A;"
"35256","1888869;","PHILIPS, MARK REID;"
"35257","1914116;","HORAZDOVSKY, BRUCE F;"
"35258","1973877;","YACHANDRA, VITTAL KRISHNA;"
"35259","1921962;","PATEL, SMITA S;"
"35260","1860700;","BERGER, SHELLEY L;"
"35261","1863177;","HARTWIG, JOHN F;"
"35262","1863177;","HARTWIG, JOHN F;"
"35263","1864688;","FIERKE, CAROL A;"
"35264","1893693;","ELLENBERGER, TOM E.;"
"35265","1895501;","MENON, ANANT K;"
"35266","1955386;","NICHOLSON, BRUCE J;"
"35267","1965058;","FRANK, JOACHIM;"
"35268","1883000;","KOPAN, RAPHAEL;"
"35269","1862332;","SCHOLEY, JONATHAN M;"
"35270","1861851;","WEAVER, KEITH E;"
"35271","1865801;","LU, ZHE;"
"35272","1881397;","BRILL, STEVEN J.;"
"35273","1880283;","PEREGO, MARTA;"
"35274","1879381;","BLOOM, LINDA B;"
"35275","1936279;","MOY, VINCENT T;"
"35276","8334830;","SOULAGES, JOSE L.;"
"35277","3168785;","LAMPE, PAUL D;"
"35278","1973932;","COONEY, ROBERT N.;"
"35279","1887859;","STERNGLANZ, ROLF;"
"35280","1944736;","HAIGLER, HARRY T;"
"35281","1944736;","HAIGLER, HARRY T;"
"35282","1965010;","DORSETT, DALE L;"
"35283","1935153;","BACKER, JONATHAN M.;"
"35284","1882305;","SOSNICK, TOBIN R;"
"35285","1859085;","BULLITT, ESTHER;"
"35286","1876732;","FALK, MATTHIAS M;"
"35287","1863174;","PANEK, JAMES S.;"
"35288","1862084;","DUNN, MICHAEL F;"
"35289","1869981;","RAVICHANDRAN, KODI S;"
"35290","1879633;","KRANZ, DAVID M;"
"35291","1880274;","CAVANAGH, JOHN;"
"35292","1880272;","LEMMON, SANDRA K.;"
"35293","1893649;","LEOF, EDWARD B;"
"35294","1913964;","BRENNAN, TIMOTHY JOHN;"
"35295","1913964;","BRENNAN, TIMOTHY JOHN;"
"35296","1973958;","RANA, AJAY NMN;"
"35297","1964364;","MUIR, TOM W;"
"35298","8723704;","DREYFUS, LAWRENCE;"
"35299","1880270;","XU, RUI-MING;"
"35300","1881561;","RONALD, PAMELA C;"
"35301","1970988;","NUSS, DONALD L;"
"35302","2180106;","KIESSLING, LAURA L;"
"35303","1898919;","TONKS, NICHOLAS K;"
"35304","1876731;","KAY, STEVE A;"
"35305","1872291;","ARP, DANIEL J;"
"35306","1858028;","TREISMAN, JESSICA E;"
"35307","1903095;","HUGHES, KELLY T;"
"35308","1861849;","REGEN, STEVEN L.;"
"35309","6625821;","VOYNO-YASENETSKAYA, TATYANA A;"
"35310","6320746;","WEIS, WILLIAM I;"
"35311","2081442;","AMBERG, DAVID C;"
"35312","1879476;","CANTLEY, LEWIS C;"
"35313","1863171;","HAMMES-SCHIFFER, SHARON;"
"35314","1879377;","SCHIER, ALEXANDER F;"
"35315","1860696;","WEEKS, KEVIN M;"
"35316","2083900;","SENGUPTA, PIALI;"
"35317","1858384;","RODER, HEINRICH;"
"35318","1859365;","TANG, PEI;"
"35319","1860974;","MANGO, SUSAN E;"
"35320","1901084;","LIN, CHENTAO;"
"35321","1862427;","CRONSTEIN, BRUCE NEIL;"
"35322","1885155;","KUHN, RICHARD J.;"
"35323","1884985;","EIDE, DAVID J;"
"35324","1866905;","LAL, RATNESHWAR;"
"35325","1866905;","LAL, RATNESHWAR;"
"35326","1927588;","BALSER, JEFFREY R;"
"35327","1901068;","ROSEN, MICHAEL K;"
"35328","1858025;","LAMBRIGHT, DAVID G;"
"35329","1900442;","MULLINS, MARY C;"
"35330","6321082;","FOSKETT, J. KEVIN;"
"35331","1883118;","LIEBMAN, SUSAN W.;"
"35332","1894753;","DOWHAN, WILLIAM;"
"35333","2085625;","HUDETZ, ANTHONY GEORGE;"
"35334","1897065;","GELLMAN, SAMUEL H.;"
"35335","1862081;","INOUYE, MASAYORI;"
"35336","1883014;","DEGRADO, WILLIAM F;"
"35337","1899521;","FRYDMAN, JUDITH;"
"35338","1899517;","VAN DE WATER, LIVINGSTON;"
"35339","1912376;","WEDEGAERTNER, PHILIP B;"
"35340","1899398;","LUECKE, HARTMUT;"
"35341","1897337;","PILLUS, LORRAINE;"
"35342","8080184;","KAO, JOSEPH PAO YUNG;"
"35343","1897692;","GIBRAN, NICOLE SIMONE;"
"35344","1895074;","KORNBLUTH, SALLY A;"
"35345","1858378;","SCHULTZ, PETER G;"
"35346","1892983;","KAZIC, TONI;"
"35347","1891876;","MANSKY, LOUIS M;"
"35348","1889558;","CHOE, SENYON;"
"35349","1887673;","BURATOWSKI, STEPHEN;"
"35350","1887673;","BURATOWSKI, STEPHEN;"
"35351","1889437;","HARWOOD, CAROLINE STONE;"
"35352","6068099;","GRANT, GREGORY A;"
"35353","1889354;","RAINIER, JON D;"
"35354","1862946;","SIECK, GARY C.;"
"35355","2090740;","GAVRILETS, SERGEY Y;"
"35356","2395634;","POPHAM, DAVID L;"
"35357","1886588;","LAURENT, BREHON C;"
"35358","1886222;","HARRIS, MICHAEL E;"
"35359","1860523;","HILL, CHRISTOPHER P.;"
"35360","7355008;","SNELL, WILLIAM J;"
"35361","1885900;","LINSTEDT, ADAM D;"
"35362","2091450;","AMON, ANGELIKA B;"
"35363","1970994;","WINZERLING, JOY J;"
"35364","1883221;","TSAI, AH-LIM;"
"35365","1872978;","HOSLER, JONATHAN P;"
"35366","1885389;","CHAPMAN, EDWIN R;"
"35367","1885387;","BLESSING, ROBERT HARRY;"
"35368","1885109;","STIVERS, JAMES T.;"
"35369","1885108;","CHANG, FRED;"
"35370","1881747;","CHRISTIANSON, DAVID W;"
"35371","8081088;","BLACK, PAUL N.;"
"35372","2091948;","LEMMON, MARK A.;"
"35373","1885102;","EHRLICH, H. PAUL;"
"35374","1885102;","EHRLICH, H. PAUL;"
"35375","2092006;","BARANGER, ANNE M;"
"35376","6275869;","STARGELL, LAURIE A;"
"35377","1884558;","PETRINI, JOHN HJ;"
"35378","2092273;","FOX, CATHERINE ANNE;"
"35379","2092273;","FOX, CATHERINE ANNE;"
"35380","1882984;","MOHR, IAN J.;"
"35381","1882980;","KAISER, CHRIS ALAN;"
"35382","1882978;","SCHEDL, PAUL D;"
"35383","8450125;","ARNOSTI, DAVID N.;"
"35384","2093298;","CYR, DOUGLAS M;"
"35385","1927506;","FISHER, ROBERT P;"
"35386","1870653;","JOHNSON, STEPHEN L;"
"35387","2094236;","BAYLIES, MARY K;"
"35388","1881732;","SHEA, MADELINE A;"
"35389","1881728;","MONTGOMERY, JOHN;"
"35390","1881551;","FU, GREGORY C;"
"35391","1881551;","FU, GREGORY C;"
"35392","1881391;","BLOCK, STEVEN M;"
"35393","2093537;","BARDWELL, JAMES;"
"35394","1859370;","TOMLINSON, ANDREW;"
"35395","1869977;","POGLIANO, KIT J;"
"35396","1875384;","CARLSON, DEBORAH L;"
"35397","2093728;","DE BOER, PIET A;"
"35398","1880714;","LI, RONG;"
"35399","1880264;","TRASK, BARBARA J.;"
"35400","1880263;","SINGER, ROBERT H;"
"35401","1867470;","SASISEKHARAN, RAM;"
"35402","1867470;","SASISEKHARAN, RAM;"
"35403","6485239;","PALSSON, BERNHARD O;"
"35404","1872975;","MILLER, PAUL S.;"
"35405","1870807;","FREIRE, ERNESTO;"
"35406","1869347;","DANGL, JEFFERY L.;"
"35407","1869345;","GREENSTEIN, DAVID I;"
"35408","1869153;","TOONE, ERIC J.;"
"35409","1869018;","BHAGWAT, ASHOK S;"
"35410","1868899;","HOVEYDA, AMIR H;"
"35411","1863206;","BURROWS, CYNTHIA J.;"
"35412","1859383;","KUSHNER, SIDNEY R.;"
"35413","1868889;","TRACEY, KEVIN J.;"
"35414","1868703;","OSTAP, E MICHAEL;"
"35415","3056190;","KINNALLY, KATHLEEN W.;"
"35416","3056190;","KINNALLY, KATHLEEN W.;"
"35417","1868698;","BERLIN, JOSHUA R;"
"35418","1868692;","SANCHEZ ALVARADO, ALEJANDRO;"
"35419","1868564;","REGAN, LYNNE J.;"
"35420","1868341;","GUNDERSON, SAMUEL I;"
"35421","1868338;","VAN DOREN, STEVEN R;"
"35422","1866954;","SETO, CHRISTOPHER T;"
"35423","1866950;","CRICH, DAVID;"
"35424","2430585;","POULOS, THOMAS LEWIS;"
"35425","2430585;","POULOS, THOMAS LEWIS;"
"35426","1866395;","BOETTIGER, DAVID E;"
"35427","1926872;","SONDEK, JOHN E;"
"35428","1866145;","ROSEN, STEVEN D;"
"35429","1866135;","HAY, BRUCE A;"
"35430","1864089;","SOLHEIM, JOYCE C;"
"35431","1866125;","WENTE, SUSAN R.;"
"35432","1866124;","DONG, KE;"
"35433","1866117;","HOLMGREN, ROBERT A;"
"35434","1866114;","KIELIAN, MARGARET;"
"35435","1865992;","BURTON, ZACHARY F.;"
"35436","1865990;","HARRIS, HOBART WHITAKER;"
"35437","1865701;","HAHN, KLAUS MICHAEL;"
"35438","1865979;","SILVER, PAMELA A.;"
"35439","1865977;","TOMKINSON, ALAN E;"
"35440","1861802;","PAPKE, ROGER L;"
"35441","1865975;","KINZY, TERRI GOSS;"
"35442","1865974;","BAILIS, ADAM M;"
"35443","2106112;","CLUBB, ROBERT THOMPSON;"
"35444","1865607;","MAUPIN-FURLOW, JULIE A;"
"35445","1865599;","STEITZ, THOMAS ARTHUR;"
"35446","1865596;","CASE, DAVID A;"
"35447","6228781;","ANDERSON, RICHARD A.;"
"35448","1865313;","CHAMBERLIN, A RICHARD;"
"35449","1865300;","BRUZIK, KAROL S;"
"35450","1865298;","OAKLEY, MARTHA G.;"
"35451","1863879;","FRAZIER, WILLIAM A;"
"35452","6709279;","WHITE, JOHN GRAHAM;"
"35453","1865288;","PAGANO, MICHELE;"
"35454","1865288;","PAGANO, MICHELE;"
"35455","2106777;","HE, XI;"
"35456","1864446;","HOSHI, TOSHINORI;"
"35457","1862313;","LEDERER, JAMES A.;"
"35458","1857690;","DELMAR, MARIO;"
"35459","1861853;","MONDRAGON, ALFONSO;"
"35460","1903048;","SHAW, BARBARA RAMSAY;"
"35461","1863237;","DUBNAU, DAVID A;"
"35462","1877944;","GROSS, CAROL ANNE;"
"35463","1878825;","BULL, JAMES JEFFREY;"
"35464","1865689;","HUANG, ZIWEI;"
"35465","1859689;","PRYCIAK, PETER M;"
"35466","1878832;","STOCK, JEFFRY B;"
"35467","1965405;","HOWE, GREGG A;"
"35468","1879397;","SUNG, PATRICK;"
"35469","1931229;","QUERY, CHARLES C;"
"35470","1929084;","HEALD, REBECCA W;"
"35471","1921964;","HSU, TIEN;"
"35472","1883011;","PEROZO, EDUARDO A;"
"35473","1866381;","DURONIO, ROBERT J;"
"35474","1964801;","MOOTOO, DAVID R.;"
"35475","2197322;","AVERY, SIMON V;"
"35476","7948357;","LUO, ZHIJUN;"
"35477","7948357;","LUO, ZHIJUN;"
"35478","1892181;","ORR-WEAVER, TERRY L.;"
"35479","2198133;","YAN, HONG;"
"35480","1897079;","JUSKO, WILLIAM J;"
"35481","1964840;","BOSWELL, ROBERT E;"
"35482","2200306;","BERGELSON, JOY M;"
"35483","6691073;","CAPRIOLI, RICHARD M;"
"35484","1894058;","SHI, YANG;"
"35485","2201860;","HEYER, WOLF-DIETRICH;"
"35486","2201860;","HEYER, WOLF-DIETRICH;"
"35487","1893750;","BOWERMAN, BRUCE A.;"
"35488","1883164;","CASSIMERIS, LYNNE;"
"35489","1898252;","HARDIN, JEFFREY D;"
"35490","1872193;","HEMMINGS, HUGH C;"
"35491","2205931;","WEIS, KARSTEN;"
"35492","1893147;","WALSH, PATRICK J;"
"35493","1863177;","HARTWIG, JOHN F;"
"35494","1863177;","HARTWIG, JOHN F;"
"35495","1925650;","SINGLETON, SCOTT F;"
"35496","1883121;","YOST, CHARLES S;"
"35497","1863309;","BUCHWALD, STEPHEN L;"
"35498","2212684;","ZHOU, HUAN-XIANG;"
"35499","1895527;","ROBISHAW, JANET D;"
"35500","1872937;","PIPER, ROBERT C;"
"35501","1922134;","CHANG, AMY Y;"
"35502","1879843;","KOLTER, ROBERTO G.;"
"35503","1901751;","YAN, HONGGAO;"
"35504","1917137;","BAUER, ANTHONY J;"
"35505","1968883;","HUMAYUN, M. ZAFRI;"
"35506","1927692;","COYNE, JERRY ALLEN;"
"35507","1945946;","NAKAI, HIROSHI;"
"35508","1945946;","NAKAI, HIROSHI;"
"35509","1863219;","KADONAGA, JAMES T.;"
"35510","1880289;","PELTZ, STUART W;"
"35511","1867139;","SCHUBIGER, GEROLD A.;"
"35512","1896834;","MCCOLLUM, DANNEL;"
"35513","6564271;","WONG, CHI-HUEY;"
"35514","1861853;","MONDRAGON, ALFONSO;"
"35515","2260681;","LEW, JOHN;"
"35516","1887730;","BELMONT, ANDREW S.;"
"35517","2261585;","TSUKIYAMA, TOSHIO;"
"35518","1868903;","SETO, EDWARD;"
"35519","1873519;","ROSENZWEIG, AMY C;"
"35520","7957651;","BELL-PEDERSEN, DEBORAH;"
"35521","1913485;","TIRUPPATHI, CHINNASWAMY;"
"35522","1913485;","TIRUPPATHI, CHINNASWAMY;"
"35523","6369052;","SUNDARAM, MEERA VEDAVALLI;"
"35524","1881881;","DRAPER, DAVID E.;"
"35525","1921361;","ARMITAGE, BRUCE A.;"
"35526","1901655;","LU, KUN PING;"
"35527","2068106;","RUDD, KENNETH EDWARD;"
"35528","1876803;","BUJALOWSKI, W. M.;"
"35529","1865157;","GROSS, ADRIAN;"
"35530","1898240;","MANN, RICHARD S;"
"35531","1857698;","WILKINSON, MILES FROME;"
"35532","1940498;","BENTLEY, DAVID LEONARD;"
"35533","7342015;","HSU, VICTOR W;"
"35534","1893730;","WIDOM, JONATHAN;"
"35535","2266411;","JIANG, HAOBO;"
"35536","2092776;","PASCHAL, BRYCE;"
"35537","1865133;","BARBER, DIANE L;"
"35538","6953596;","STUDITSKY, VASILY M;"
"35539","1858410;","MARKLEY, JOHN L;"
"35540","1921396;","HINCK, ANDREW P;"
"35541","1928507;","REESE, JOSEPH C;"
"35542","1929380;","KEENEY, SCOTT;"
"35543","1865286;","WU, CHUNG-I;"
"35544","1893773;","FITZPATRICK, PAUL F.;"
"35545","1893773;","FITZPATRICK, PAUL F.;"
"35546","2271569;","BEVILACQUA, PHILIP C;"
"35547","1874181;","CORBETT, ANITA H.;"
"35548","1915777;","KENNEY, LINDA J.;"
"35549","2276032;","NUDLER, EVGENY;"
"35550","2276926;","ARAMAYO, RODOLFO;"
"35551","1876873;","NEWTON, AUSTIN;"
"35552","2277962;","NIYOGI, KRISHNA K;"
"35553","1868679;","MELLO, CRAIG C.;"
"35554","1941644;","GERTLER, FRANK B;"
"35555","1918530;","EICHLER, EVAN E.;"
"35556","2279957;","DOEBLEY, JOHN F;"
"35557","2279965;","VAN DER DONK, WILLEM A;"
"35558","1929976;","RICE, PHOEBE A;"
"35559","1860702;","ZHANG, XUMU;"
"35560","8066628;","GIN, DAVID Y;"
"35561","8066628;","GIN, DAVID Y;"
"35562","1931281;","LEE, JEANNIE T;"
"35563","1931281;","LEE, JEANNIE T;"
"35564","1868201;","DISTEFANO, MARK D;"
"35565","1865246;","LIMBACH, PATRICK A;"
"35566","1964304;","DINMAN, JONATHAN D.;"
"35567","1922998;","BERTOZZI, CAROLYN R;"
"35568","1964321;","MCPHERSON, ALEXANDER;"
"35569","1879137;","MILLAR, DAVID P;"
"35570","1903514;","EVANS, P ANDREW;"
"35571","1903514;","EVANS, P ANDREW;"
"35572","1876913;","DEUTSCHER, MURRAY P;"
"35573","1925762;","SEDENSKY, MARGARET MARY;"
"35574","2430134;","WEBER, DAVID JOSEPH;"
"35575","1865339;","WHITE, JAMES D;"
"35576","1887743;","SESSLER, JONATHAN L.;"
"35577","1868699;","FRANKLIN, MICHAEL ROGER;"
"35578","1887845;","MARZLUFF, WILLIAM F;"
"35579","1898388;","LIDSTROM, MARY E;"
"35580","8216042;","GREENBERG, EVERETT P;"
"35581","1859376;","PUGH, B FRANKLIN;"
"35582","7857772;","WADSWORTH, PATRICIA;"
"35583","2740731;","RIESEBERG, LOREN H;"
"35584","2740731;","RIESEBERG, LOREN H;"
"35585","1966620;","SMITH, BRADLEY D.;"
"35586","2787897;","XUE, DING;"
"35587","2787905;","SEEFELDT, LANCE C.;"
"35588","1923536;","MARINO, JOHN P;"
"35589","1860523;","HILL, CHRISTOPHER P.;"
"35590","1862328;","BAEHRECKE, ERIC H;"
"35591","2791052;","ZHU, JIAN-KANG;"
"35592","1893807;","NOLLER, HARRY F;"
"35593","1883048;","ZARKOWER, DAVID A.;"
"35594","1879850;","RICHARD, JOHN P;"
"35595","1863178;","DOHLMAN, HENRIK G.;"
"35596","1868932;","ERIKSON, RAYMOND L;"
"35597","1923330;","JARRETT, JOSEPH T;"
"35598","1923330;","JARRETT, JOSEPH T;"
"35599","2795201;","HAUSER, CARL J;"
"35600","2795201;","HAUSER, CARL J;"
"35601","2795210;","GOLDBERG, JONATHAN D;"
"35602","1964326;","RIORDAN, CHARLES G.;"
"35603","2795913;","BI, ERFEI;"
